TÍTULO DA TABELA,TÍTULO DA NOTA,LINK,DATA DE PUBLICAÇÃO,HORÁRIO DE PUBLICAÇÃO,DATA DE ATUALIZAÇÃO,HORÁRIO DE ATUALIZAÇÃO,ANO,MÊS,NÚMERO DA NOTA,CATEGORIA
Notas à Imprensa - Itamaraty,"Visita do Ministro Antonio de Aguiar Patriota ao Uruguai – Montevidéu, 18 de janeiro de 2011",https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/visita-do-ministro-antonio-de-aguiar-patriota-ao-uruguai-montevideu-18-de-janeiro-de-2011-minister-antonio-de-aguiar-patriota-to-travel-to-uruguay-montevideo-18-january-2011,14/01/2011,16h25,31/10/2022,17h23,2011,Janeiro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,"Visita do Ministro Antonio de Aguiar Patriota ao Paraguai – Assunção, 17 de janeiro de 2011",https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/visita-do-ministro-antonio-de-aguiar-patriota-ao-paraguai-assuncao-17-de-janeiro-de-2011,14/01/2011,10h23,31/10/2022,17h23,2011,Janeiro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,Um ano do terremoto no Haiti,https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/um-ano-do-terremoto-no-haiti,12/01/2011,08h38,31/10/2022,17h23,2011,Janeiro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,Adesão do Brasil ao Banco de Desenvolvimento do Caribe (BDC) como Sócio Regional,https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/adesao-do-brasil-ao-banco-de-desenvolvimento-do-caribe-bdc-como-socio-regional,11/01/2011,18h29,31/10/2022,17h23,2011,Janeiro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,Controle Integrado de Fronteiras entre Brasil e Peru – 10 a 13 de janeiro de 2011,https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/controle-integrado-de-fronteiras-entre-brasil-e-peru-10-a-13-de-janeiro-de-2011,10/01/2011,15h07,31/10/2022,17h23,2011,Janeiro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,Referendo sobre o status do Sul do Sudão,https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/referendo-sobre-o-status-do-sul-do-sudao,08/01/2011,20h44,31/10/2022,17h23,2011,Janeiro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,"Visita do Ministro Antonio de Aguiar Patriota à Argentina – Buenos Aires, 10 de janeiro de 2011",https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/visita-do-ministro-antonio-de-aguiar-patriota-a-argentina-buenos-aires-10-de-janeiro-de-2011,07/01/2011,16h23,31/10/2022,17h23,2011,Janeiro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,"ASPA – III Reunião de Cúpula de Chefes de Estado e de Governo da América do Sul e de Países Árabes – Credenciamento de imprensa – Lima, 16 de fevereiro",https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/aspa-iii-reuniao-de-cupula-de-chefes-de-estado-e-de-governo-da-america-do-sul-e-de-paises-arabes-credenciamento-de-imprensa-lima-16-de-fevereiro,07/01/2011,12h15,31/10/2022,17h23,2011,Janeiro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,"Discurso do Ministro Antonio de Aguiar Patriota na cerimônia de transmissão do cargo de Ministro de Estado das Relações Exteriores - Brasília, 2 de janeiro de 2011",https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/discurso-do-ministro-antonio-de-aguiar-patriota-na-cerimonia-de-transmissao-do-cargo-de-ministro-de-estado-das-relacoes-exteriores-brasilia-2-de-janeiro-de-2011,02/01/2011,22h00,18/02/2016,16h05,2011,Janeiro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,"Discurso do Embaixador Celso Amorim na cerimônia de transmissão do cargo de Ministro de Estado das Relações Exteriores – Brasília, 2 de janeiro de 2011",https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/discurso-do-embaixador-celso-amorim-na-cerimonia-de-transmissao-do-cargo-de-ministro-de-estado-das-relacoes-exteriores-brasilia-2-de-janeiro-de-2011,02/01/2011,22h00,18/02/2016,16h03,2011,Janeiro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,"Encontro entre o Ministro Antonio de Aguiar Patriota e o Ministro das Relações Exteriores, Comércio Internacional e Culto da Argentina, Héctor Timerman – Brasília, 2 de janeiro de 2011",https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/encontro-entre-o-ministro-antonio-de-aguiar-patriota-e-o-ministro-das-relacoes-exteriores-comercio-internacional-e-culto-da-argentina-hector-timerman-brasilia-2-de-janeiro-de-2011,02/01/2011,13h27,16/02/2016,14h49,2011,Janeiro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,"Encontro entre o Ministro Antonio de Aguiar Patriota e o Ministro dos Negócios Estrangeiros da Armênia, Edward Nalbandian – Brasília, 2 de janeiro de 2011",https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/encontro-entre-o-ministro-antonio-de-aguiar-patriota-e-o-ministro-dos-negocios-estrangeiros-da-armenia-edward-nalbandian-brasilia-2-de-janeiro-de-2011,02/01/2011,09h24,31/10/2022,17h23,2011,Janeiro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,"Encontro entre o Ministro Antonio de Aguiar Patriota e o Ministro dos Negócios Estrangeiros, Cooperação e Comunidades de Cabo Verde, José Brito – 2 de janeiro de 2011",https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/encontro-entre-o-ministro-antonio-de-aguiar-patriota-e-o-ministro-dos-negocios-estrangeiros-cooperacao-e-comunidades-de-cabo-verde-jose-brito-2-de-janeiro-de-2011,02/01/2011,09h22,31/10/2022,17h23,2011,Janeiro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,Antonio de Aguiar Patriota é o novo Ministro das Relações Exteriores,https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/antonio-de-aguiar-patriota-e-o-novo-ministro-das-relacoes-exteriores,01/01/2011,17h31,31/10/2022,17h23,2011,Janeiro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,"Visita ao Brasil do Ministro dos Negócios Estrangeiros do Senegal, Madické Niang – Brasília, 21 de maio de 2010",https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/2010-e-anteriores/visita-ao-brasil-do-ministro-dos-negocios-estrangeiros-do-senegal-madicke-niang-brasilia-21-de-maio-de-2010,21/05/2010,17h20,07/01/2021,16h42,2010,Maio,325,Sem categoria
Notas à Imprensa - Itamaraty,"Ato assinado por ocasião da Audiência Privada do Presidente Luiz Inácio Lula da Silva com Sua Santidade o Papa Bento XVI – Vaticano, 13 de novembro de 2008",https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/2010-e-anteriores/ato-assinado-por-ocasiao-da-audiencia-privada-do-presidente-luiz-inacio-lula-da-silva-com-sua-santidade-o-papa-bento-xvi-vaticano-13-de-novembro-de-2008,13/11/2008,17h23,07/01/2021,16h50,2008,Novembro,637,Sem categoria
Notas à Imprensa - Itamaraty,"Atos assinados por ocasião da visita do Presidente Luiz Inácio Lula da Silva à Itália – Roma, 10 a 12 de novembro de 2008",https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/2010-e-anteriores/atos-assinados-por-ocasiao-da-visita-do-presidente-luiz-inacio-lula-da-silva-a-italia-roma-10-a-12-de-novembro-de-2008,11/11/2008,17h23,11/02/2021,09h37,2008,Novembro,636,Sem categoria
Notas à Imprensa - Itamaraty,"Audiência Privada do Presidente Luiz Inácio Lula da Silva com Sua Santidade o Papa Bento XVI – Vaticano, 13 de novembro de 2008",https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/2010-e-anteriores/audiencia-privada-do-presidente-luiz-inacio-lula-da-silva-com-sua-santidade-o-papa-bento-xvi-vaticano-13-de-novembro-de-2008,07/11/2008,17h23,07/01/2021,16h51,2008,Novembro,630,Sem categoria
Notas à Imprensa - Itamaraty,Cerimônias Fúnebres do Papa João Paulo II – Sala de apoio à imprensa brasileira,https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/2010-e-anteriores/cerimonias-funebres-do-papa-joao-paulo-ii-sala-de-apoio-a-imprensa-brasileira,07/04/2005,10h52,15/10/2019,13h53,2005,Abril,159,Sem categoria
Notas à Imprensa - Itamaraty,Programa de Imprensa da Participação do Presidente da República nas Exéquias de Sua Santidade o Papa João Paulo II,https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/2010-e-anteriores/programa-de-imprensa-da-participacao-do-presidente-da-republica-nas-exequias-de-sua-santidade-o-papa-joao-paulo-ii,07/04/2005,08h52,15/10/2019,13h56,2005,Abril,158,Sem categoria
Notas à Imprensa - Itamaraty,Cerimônias Fúnebres do Papa João Paulo II – Credenciamento de imprensa,https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/2010-e-anteriores/cerimonias-funebres-do-papa-joao-paulo-ii-credenciamento-de-imprensa,04/04/2005,08h52,15/10/2019,13h56,2005,Abril,154,Sem categoria
Notas à Imprensa - Itamaraty,Concessão de agrément à Embaixadora Vera Barrouin Machado como Embaixadora do Brasil junto à Santa Sé,https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/2010-e-anteriores/concessao-de-agrement-a-embaixadora-vera-barrouin-machado-como-embaixadora-do-brasil-junto-a-santa-se,12/03/2004,10h57,15/10/2019,14h16,2004,Março,105,Sem categoria
Notas à Imprensa - Itamaraty,"Aditamento à INFOCRED N° 004 – Visitas de Trabalho e de Estado do Presidente da Republica ao Reino Unido, Itália e Vaticano – Programa Tentativo",https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/2010-e-anteriores/aditamento-a-infocred-n-004-visitas-de-trabalho-e-de-estado-do-presidente-da-republica-ao-reino-unido-italia-e-vaticano-programa-tentativo,22/01/1997,18h51,11/02/2021,09h39,1997,Janeiro,15,Sem categoria
Notas à Imprensa - Itamaraty,"ASPA – III Reunião de Cúpula de Chefes de Estado e de Governo da América do Sul e de Países Árabes – Lima, 16 de fevereiro – Lista de Hotéis",https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/aspa-iii-reuniao-de-cupula-de-chefes-de-estado-e-de-governo-da-america-do-sul-e-de-paises-arabes-lima-16-de-fevereiro-lista-de-hoteis,04/02/2011,17h45,31/10/2022,17h24,2011,Fevereiro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,"Visita do Ministro Antonio de Aguiar Patriota à Venezuela – Caracas, 7 de fevereiro de 2011",https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/visita-do-ministro-antonio-de-aguiar-patriota-a-venezuela-caracas-7-de-fevereiro-de-2011,03/02/2011,17h58,31/10/2022,17h24,2011,Fevereiro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,Situação no Egito,https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/situacao-no-egitofev,03/02/2011,17h08,31/10/2022,17h24,2011,Fevereiro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,"Visita do Ministro Antonio de Aguiar Patriota à Colômbia – Bogotá, 4 de fevereiro de 2011",https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/visita-do-ministro-antonio-de-aguiar-patriota-a-colombia-bogota-4-de-fevereiro-de-2011,03/02/2011,15h48,31/10/2022,17h24,2011,Fevereiro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,Assinatura do Protocolo de Nagoia sobre Acesso e Repartição de Benefícios,https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/assinatura-do-protocolo-de-nagoia-sobre-acesso-e-reparticao-de-beneficios,02/02/2011,18h24,31/10/2022,17h24,2011,Fevereiro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,Presidência do Brasil no Conselho de Segurança das Nações Unidas,https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/presidencia-do-brasil-no-conselho-de-seguranca-das-nacoes-unidas,01/02/2011,10h12,31/10/2022,17h24,2011,Fevereiro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,"Atos assinados por ocasião da visita da Presidenta Dilma Rousseff à Argentina – Buenos Aires, 31 de janeiro de 2011",https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/atos-assinados-por-ocasiao-da-visita-da-presidenta-dilma-roussef-a-argentina-buenos-aires-31-de-janeiro-de-2011,31/01/2011,20h06,31/10/2022,17h24,2011,Janeiro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,Fórum de Empresários Argentina-Brasil,https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/forum-de-empresarios-argentina-brasil,31/01/2011,18h52,31/10/2022,17h24,2011,Janeiro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,"Declaração Conjunta por ocasião da visita da Presidenta Dilma Rousseff à República Argentina – Buenos Aires, 31 de janeiro de 2011",https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/declaracao-conjunta-por-ocasiao-da-visita-da-presidenta-dilma-rousseff-a-republica-argentina-buenos-aires-31-de-janeiro-de-2011,31/01/2011,18h42,31/10/2022,17h23,2011,Janeiro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,Situação no Egito,https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/situacao-no-egito2011,31/01/2011,14h50,31/10/2022,17h23,2011,Janeiro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,"Visita da Presidenta Dilma Rousseff à Argentina – Buenos Aires, 31 de janeiro de 2011 – Programa de imprensa",https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/visita-da-presidenta-dilma-rousseff-a-argentina-buenos-aires-31-de-janeiro-de-2011-programa-de-imprensa,29/01/2011,10h51,31/10/2022,17h23,2011,Janeiro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,"Visita da Presidenta Dilma Rousseff à Argentina – Buenos Aires, 31 de janeiro de 2011",https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/visita-da-presidenta-dilma-rousseff-a-argentina-buenos-aires-31-de-janeiro-de-2011,28/01/2011,18h32,31/10/2022,17h23,2011,Janeiro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,"Situação no Egito, na Tunísia e no Iêmen",https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/situacao-no-egito-na-tunisia-e-no-iemen,28/01/2011,11h46,31/10/2022,17h23,2011,Janeiro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,"Explosão na mina La Preciosa, Colômbia",https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/explosao-na-mina-la-preciosa-colombia,27/01/2011,18h25,31/10/2022,17h23,2011,Janeiro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,"Visita da Presidenta Dilma Rousseff à Argentina – Buenos Aires, 31 de janeiro de 2011 – Celular da AIG",https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/visita-da-presidenta-dilma-rousseff-a-argentina-buenos-aires-31-de-janeiro-de-2011-celular-da-aig,25/01/2011,11h55,31/10/2022,17h23,2011,Janeiro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,Participação do Ministro Antonio de Aguiar Patriota na Reunião Anual do Fórum Econômico Mundial,https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/participacao-do-ministro-antonio-de-aguiar-patriota-na-reuniao-anual-do-forum-economico-mundial,25/01/2011,11h42,31/10/2022,17h23,2011,Janeiro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,Visita do Ministro Antonio de Aguiar Patriota a Bruxelas – 26 de janeiro de 2011,https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/visita-do-ministro-antonio-de-aguiar-patriota-a-bruxelas-26-01-2011-minister-antonio-de-aguiar-patriota-to-visit-brussels-26-january-2011,25/01/2011,10h32,31/10/2022,17h23,2011,Janeiro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,Portaria que regulamenta a emissão de passaportes diplomáticos,https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/portaria-que-regulamenta-a-emissao-de-passaportes-diplomaticos,24/01/2011,19h42,31/10/2022,17h23,2011,Janeiro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,Processo eleitoral haitiano,https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/processo-eleitoral-haitiano,24/01/2011,16h30,31/10/2022,17h23,2011,Janeiro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,Atentado em Moscou,https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/atentado-em-moscou,24/01/2011,15h18,31/10/2022,17h23,2011,Janeiro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,Candidatura brasileira à Direção-Geral da FAO,https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/candidatura-brasileira-a-direcao-geral-da-fao,21/01/2011,17h48,31/10/2022,17h23,2011,Janeiro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,"Visita da Presidenta Dilma Rousseff à Argentina – Buenos Aires, 31 de janeiro de 2011 – Lista de hotéis",https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/visita-da-presidenta-dilma-rousseff-a-argentina-buenos-aires-31-de-janeiro-de-2011-lista-de-hoteis,20/01/2011,19h32,31/10/2022,17h23,2011,Janeiro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,"Visita da Presidenta Dilma Rousseff à Argentina – Buenos Aires, 31 de janeiro de 2011 – Credenciamento de Imprensa",https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/visita-da-presidenta-dilma-rousseff-a-argentina-buenos-aires-31-de-janeiro-de-2011-credenciamento-de-imprensa,20/01/2011,19h27,31/10/2022,17h23,2011,Janeiro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,Embaixador Samuel Pinheiro Guimarães designado Alto Representante-Geral do Mercosul,https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/embaixador-samuel-pinheiro-guimaraes-designado-alto-representante-geral-do-mercosul,19/01/2011,20h02,31/10/2022,17h23,2011,Janeiro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,Falecimento do Embaixador Ramiro Saraiva Guerreiro,https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/falecimento-do-embaixador-ramiro-saraiva-guerreiro,19/01/2011,18h24,31/10/2022,17h23,2011,Janeiro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,Cooperação internacional para redução dos riscos de calamidades naturais,https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/cooperacao-internacional-para-reducao-dos-riscos-de-calamidades-naturais,18/01/2011,16h38,31/10/2022,17h23,2011,Janeiro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,Declaração do Grupo do Rio em solidariedade ao Brasil após enchentes na Região Sudeste do Brasil,https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/declaracao-do-grupo-do-rio-em-solidariedade-ao-brasil-apos-enchentes-na-regiao-sudeste-do-brasil,18/01/2011,11h54,31/10/2022,17h23,2011,Janeiro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,Declaração da Unasul sobre as enchentes e os deslizamentos na Região Sudeste do Brasil,https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/declaracao-da-unasul-sobre-as-enchentes-e-os-deslizamentos-na-regiao-sudeste-do-brasil,18/01/2011,11h45,31/10/2022,17h23,2011,Janeiro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,Concurso Itamaraty de Arte Contemporânea,https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/concurso-itamaraty-de-arte-contemporanea,18/01/2011,09h59,31/10/2022,17h23,2011,Janeiro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,Onda de protestos na Tunísia,https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/onda-de-protestos-na-tunisia,14/01/2011,18h18,31/10/2022,17h23,2011,Janeiro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,"Reunião de Cúpula da Comunidade do Caribe – CARICOM – Granada, 25 e 26 de fevereiro de 2011",https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/reuniao-de-cupula-da-comunidade-do-caribe-caricom-granada-25-e-26-de-fevereiro-de-2011,24/02/2011,10h06,31/10/2022,17h24,2011,Fevereiro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,"I Reunião de Diretores de Água dos Países Amazônicos – Brasília, 22 e 23 de fevereiro de 2011",https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/i-reuniao-de-diretores-de-agua-dos-paises-amazonicos-22-e-23-de-fevereiro-de-2011,23/02/2011,13h32,31/10/2022,17h24,2011,Fevereiro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,Terremoto na Nova Zelândia,https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/terremoto-na-nova-zelandia,22/02/2011,18h44,31/10/2022,17h24,2011,Fevereiro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,"Ato assinado por ocasião da visita da Ministra de Negócios Estrangeiros da França, Michèle Alliot-Marie – Brasília, 22 de fevereiro de 2011",https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/ato-assinado-por-ocasiao-da-visita-da-ministra-de-negocios-estrangeiros-da-franca-michele-alliot-marie-brasilia-22-de-fevereiro-de-2011,22/02/2011,16h48,31/10/2022,17h24,2011,Fevereiro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,"Visita do Ministro Antonio de Aguiar Patriota aos Estados Unidos – Washington, 23 e 24 de fevereiro de 2011",https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/visita-do-ministro-antonio-de-aguiar-patriota-aos-estados-unidos-washington-23-e-24-de-fevereiro-de-2011,22/02/2011,12h01,31/10/2022,17h24,2011,Fevereiro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,"Visita ao Brasil do Secretário-Geral da Organização dos Estados Americanos, José Miguel Insulza – Brasília, 22 de fevereiro de 2011",https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/visita-ao-brasil-do-secretario-geral-da-organizacao-dos-estados-americanos-jose-miguel-insulza-brasilia-22-de-fevereiro-de-2011,21/02/2011,19h04,31/10/2022,17h24,2011,Fevereiro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,Situação na Líbia,https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/situacao-na-libia-28,21/02/2011,18h47,31/10/2022,17h24,2011,Fevereiro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,"Visita ao Brasil da Ministra dos Negócios Estrangeiros da França, Michèle Alliot-Marie",https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/visita-ao-brasil-da-ministra-dos-negocios-estrangeiros-da-franca-michele-alliot-marie,21/02/2011,18h17,31/10/2022,17h24,2011,Fevereiro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,Contencioso na OMC entre Brasil e Estados Unidos sobre medidas antidumping aplicadas sobre a importação de suco de laranja brasileiro (DS382) – Relatório Final,https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/contencioso-na-omc-entre-brasil-e-estados-unidos-sobre-medidas-antidumping-aplicadas-sobre-a-importacao-de-suco-de-laranja-brasileiro-ds382-relatorio-final,21/02/2011,13h51,31/10/2022,17h24,2011,Fevereiro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,Situação na Líbia,https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/situacao-na-libia-fev,18/02/2011,17h50,31/10/2022,17h24,2011,Fevereiro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,Explosão na Tanzânia,https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/explosao-na-tanzania,17/02/2011,18h27,31/10/2022,17h24,2011,Fevereiro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,Situação no Bahrein,https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/situacao-no-bareine,17/02/2011,18h24,31/10/2022,17h24,2011,Fevereiro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,"Visita ao Brasil da Ministra de Negócios Estrangeiros da França, Michèle Alliot-Marie – Brasília, 22 de fevereiro de 2011 – Credenciamento de Imprensa",https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/visita-ao-brasil-da-ministra-de-negocios-estrangeiros-da-franca-michele-alliot-marie-brasilia-22-de-fevereiro-de-2011-credenciamento-de-imprensa,17/02/2011,16h32,31/10/2022,17h24,2011,Fevereiro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,"Visita ao Brasil do Ministro dos Negócios Estrangeiros de Portugal, Luís Amado – 18 de fevereiro de 2011",https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/visita-ao-brasil-do-ministro-dos-negocios-estrangeiros-de-portugal-luis-amado-18-de-fevereiro-de-2011,17/02/2011,12h00,31/10/2022,17h24,2011,Fevereiro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,"Celebração de Acordo de Cooperação entre o Itamaraty e o BNDES para a Promoção dos Biocombustíveis em Países em Desenvolvimento – Brasília, 17 de fevereiro de 2011",https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/celebracao-de-acordo-de-cooperacao-entre-o-itamaraty-e-o-bndes-para-a-promocao-dos-biocombustiveis-em-paises-em-desenvolvimento-brasilia-17-de-fevereiro-de-2011,17/02/2011,11h47,31/10/2022,17h24,2011,Fevereiro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,Participação brasileira na UNIFIL,https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/participacao-brasileira-na-unifil,16/02/2011,19h05,31/10/2022,17h24,2011,Fevereiro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,Entrada em vigor do Tratado Constitutivo da UNASUL,https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/entrada-em-vigor-do-tratado-constitutivo-da-unasul,14/02/2011,19h18,31/10/2022,17h24,2011,Fevereiro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,"Reunião Ministerial do IBAS – Declaração Conjunta – Nova York, 11 de fevereiro de 2011",https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/reuniao-ministerial-do-ibas-declaracao-conjunta-nova-york-11-de-fevereiro-de-2011,14/02/2011,18h25,31/10/2022,17h24,2011,Fevereiro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,Candidatura de Robério Oliveira Silva ao cargo de Diretor-Executivo da Organização Internacional do Café (OIC),https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/candidatura-de-roberio-oliveira-silva-ao-cargo-de-diretor-executivo-da-organizacao-internacional-do-cafe-oic,14/02/2011,17h45,31/10/2022,17h24,2011,Fevereiro,N/A,Sem categoria
